pagination,comp_name,comp_role,comp_exp,comp_loc,comp_desc,mskills,cmp_skills
https://www.naukri.com/jobs-in-maharashtra-1509,CLOUDWERX SOLUTIONS INDIA PRIVATE LIMITED,Salesforce Functional Consultant- Cloudwerx PTY LTD,3-8 Yrs,Pune,A history of working in Professional Services / Consulting is strongly preferred 5+ yea...,business,"Salesforce,BAJIRABusiness,AnalysisSF,Business,analystRequirement,GatheringSalesforce,business,analystSalesforce"
https://www.naukri.com/jobs-in-maharashtra-1881,HealthCare Global Enterprises Ltd,Executive Sales &  Marketing     @ Colaba,2-5 Yrs,Mumbai,Candidate only from healthcare industry will be considered,"Market,Marketing","ProductNew,Market,Development,Marketing,Product,PromotionSalesNew,Product,Development"
https://www.naukri.com/jobs-in-maharashtra-798,Bajaj Finserv,Executive - Bajaj Finserv (Health Insuretech),1-3 Yrs,Pune,MBA from a reputed institute with a minimum 1-3 years of experiencePrior & relevant exp...,Office,"LoansMS,Office,PowerpointInterpersonal,skillsInsurance,salesExecutiveRelationshipHealthcareData,analytics"
https://www.naukri.com/jobs-in-maharashtra-3857,Metamorphick Solutions Pvt.Ltd.,CAD Developers / programmers,1-5 Yrs,Mumbai,Must have knowledge of AutoCAD 3D modelling (able to create AutoCAD 3D and 2D blocks),C,"C++,C,Python,3d,CAD"
https://www.naukri.com/jobs-in-maharashtra-1775,Om  Software    Internet Solutions Private Limited,Angular Developer,2-3 Yrs,Pune(Balewadi Phata),Immediate Joiners Preferred Monday to Friday Understanding of user interactions require...,-,"Test,-,Driven,Development,CSS,jQuery,JavaScript,HTML,ES6JSdata,structures"
https://www.naukri.com/jobs-in-maharashtra-4821,Squircle IT Consulting Services Pvt Ltd,Core  Java  Developer(with spring and Hibernate),3-6 Yrs,Mumbai,Shift Timings : 1- 10 PM15 Years of Education including valid Graduation Degree (IT Bac...,Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-984,Bajaj Finserv,Assistant Manager - CD - Growth South & West,2-5 Yrs,Mumbai,A good team leader to handle the team and achieve the set targetGraduate/ Post Graduate...,Marketing,"Relationship,managementNetworkingMarket,penetrationFinancial,services,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1755,Integreon,Operations Lead,1-3 Yrs,Mumbai,Flexible and employee friendly organization Graduate/ MBA an added advantage Produce cl...,Office,"Operations,managementManagement,systemsLead,OperationsStandard,operating,proceduresWorkflowDocument,managementprofessional,servicesMS,Office"
https://www.naukri.com/jobs-in-maharashtra-4011,BRINGLE EXCELLENCE,Customer Service Professional,2-6 Yrs,Thane,Attracts potential customers by answering product and service questions; suggesting inf...,Office,"Customer,Service,ProfessionalEffective,CommunicationExcelProblemMS,Office"
https://www.naukri.com/jobs-in-maharashtra-145,Matrimony.com,Telesales Executive/ Service Executive - Andheri Mumbai,0-4 Yrs,Mumbai,Graduate fresher/ Graduate with 6 Months plus outbound telecalling Experience Address a...,Lead,"BPOCustomer,ServiceRetail,SalesTelesalesOnline,Lead,GenerationVoice,ProcessAfter,Sales,ServiceOutbound"
https://www.naukri.com/jobs-in-maharashtra-1517,Springer Nature Technology and Publishing solutions., Software    Developer,3-3 Yrs,"Pune, Pune",We are on the hunt for a  Software    Developer to join our team and make the most of worki...,and,"Web,API,C#RestFul,Web,Services.NET,CoreTDDand,Unit,Testing.XML,and,OpenXML,Big,Plus"
https://www.naukri.com/jobs-in-maharashtra-1595,IdeaSailor Technologies Pvt Ltd,Business Analyst,2-5 Yrs,Pune,Business Analyst 2- 5 years Sales and  Marketing     Business Analyst 2 2- 5 years for end t...,"and,and","control,and,assurance,methodologiesproject,managementfinancial,planning,and,analysisBudget,developmentproject,planning"
https://www.naukri.com/jobs-in-maharashtra-360,Nightingales Home health,City Head- Operations,10-15 Yrs,"Mumbai, Bangalore/Bengaluru",Meeting the obligations and statutory requirement as per govt rules pertaining to the R...,Marketing,"Sales,StrategyCustomer,SatisfactionQuality,ManagementMedical,DevicesOperational,HeadMaintenanceLocal,Marketing,MIS,Reporting"
https://www.naukri.com/jobs-in-maharashtra-2201,Elmex Electric Pvt. Ltd,Sales Engineer - Pune,2-5 Yrs,Pune,Should have capabilities of team building and managementCandidates having experience of...,Marketing,"SalesBusiness,Development,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3617,Talent Zone Consultant,Social Media Manager,3-6 Yrs,"Mumbai, Navi Mumbai",Hands - on Experience and Well Verse with Social Media Website. strong Experience On Ha...,"Marketing,Marketing,Marketing","TrainingSMOOnline,Marketing,Social,mediaInternet,Marketing,BudgetingSEODi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3397,Morningstar India (P) Ltd.,Research Associate,1-4 Yrs,Mumbai,Freshers and experienced candidates can apply Masters degree in any discipline (candida...,Office,"MS,Office,suiteExcelInvestment,researchAnalyticalCorporateData,collectionResearchInvestment,banking"
https://www.naukri.com/jobs-in-maharashtra-1845,Accenture,Analyst-Campaign Management,3-5 Yrs,Mumbai,Skill required: Campaign Management - Adobe Campaign Classic Designation: Analyst Job L...,"Marketing,Marketing,Marketing","IT,SkillsDi,GIT,al,Marketing,SalesforceAutomationDirect,Marketing,Managed,servicesEmail,Marketing,Campaign,management"
https://www.naukri.com/jobs-in-maharashtra-3271,CC Commodity Info Services LLP,Research Analyst,2-7 Yrs,"Mumbai, Mumbai",The job involves research and analysis of commodity markets spot and futures as well as...,and,"domesticreportsmarketsresearch,and,analysisanalyticalresearch,analystfuturescommodity,markets"
https://www.naukri.com/jobs-in-maharashtra-2161,PBL Transport Corporation Pvt Ltd,Traffic Executive,5-6 Yrs,"Mumbai, Pune",Role Title: Traffic ExecutiveReporting to: Sales ManagerDepartment: OperationsLocation:...,Marketing,"TrucksHeavySalesSales,ManagementTender,Preparation,Marketing,TenderingFTL"
https://www.naukri.com/jobs-in-maharashtra-3303,Yashodhara Super-Speciality Hospital Private Ltd, Marketing     Executive - Hospital Industry,1-3 Yrs,Solapur,"Should be experienced in Hospital sales and  Marketing    , meeting doctors, organizing CMEs...","Marketing,Marketing,Marketing,Marketing,Marketing","Healthcare,Marketing,hospital,Marketing,Di,GIT,al,Marketing,Hospital,Business,DevelopmentHospitalReferral,Marketing,Hospital,Sales,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1635,TalentStack,Director - CRM,10-20 Yrs,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",Proven work experience as a CRM Director or similar roleYou should have solid experienc...,"Marketing,Marketing","Team,ManagementClient,Relationship,ManagementProduct,Marketing,Marketing,CampaignsRecoveryCrm,Software,Customer,EngagementCustomer,Relationship"
https://www.naukri.com/jobs-in-maharashtra-1361,Babycell,Business Development Executive,1-4 Yrs,"Mumbai, Indore, Pune, Surat, Vadodara","Liaising and networking with a range of stakeholders including customers, colleagues, s...","Marketing,Marketing","RetailNetworkingFocus,Marketing,campaignsMarket,researchBusiness,Development,Executive,Marketing,managementCounselling"
https://www.naukri.com/jobs-in-maharashtra-3991,ECCENTRIC ENGINE PVT. LTD.,Product Manager,3-8 Yrs,"Mumbai, Mumbai Suburban",Experience- minimum 3 Years,Marketing,"CommunicationAnalyticalCommunication,SkillsOthersSalesProduct,ManagerIt,Marketing"
https://www.naukri.com/jobs-in-maharashtra-4967,Home Revise Education Private Limited,Sales Opportunity At Thane With Booming E-Learning Industry,1-6 Yrs,"Mumbai, Thane, Navi Mumbai",Visiting schools and events for data collection Visiting parents’ place & Develop sales...,Marketing,"SalesLead,GenerationB2C,SalesBusiness,DevelopmentB2B,Sales,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3279,TARGET INTEGRATION CONSULTANCY PRIVATE,Business Development Executive,1-5 Yrs,"Mumbai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR","Business Development Executive will be responsible to generate leads, develop client re...","and,in,in,and,and","IT,Sales,and,CRM,Background,preferredAdept,in,Presentation,skillsStrong,in,Relationship,ManagementExcellent,writing,and,communication,skillsExcellent,written,and,verbal,communication,with,good,listening,skillsOpen,to,travel"
https://www.naukri.com/jobs-in-maharashtra-3289,R B Electronic and Engineering Pvt Ltd,Electrical Service Engineer,2-5 Yrs,Mumbai,To upload the necessary  Software    in the CONTROL SYSTEM and to edit it as per the requir...,and,"PanelsInstallationTextileelectrical,control,panelMechatronicSite,EngineeringService,EngineerInstallation,and,commissioning"
https://www.naukri.com/jobs-in-maharashtra-3937,Team ONE Architects (India) Pvt. Ltd.,Executive Assistant,4-5 Yrs,Mumbai,Must be able to meet deadlines in a fast-paced quickly changing environmentTo do this r...,Office,"AdministrationFinanceProblem,SolvingFinancial,StatementsAdministrative,SupportWord,ProcessingTravel,ArrangementsMS,Office,Suite"
https://www.naukri.com/jobs-in-maharashtra-4559,Harrycollection,Accounts Officer,3-4 Yrs,Mumbai,Accounts Officer Qualification : M.Com. / B.Com. Experience : 3 - 4 yrs. with knowledge...,"Marketing,Office","TallyExport,ExecutiveSales,taxBankingBack,officeManager,TechnologyTechnology,Marketing,MS,Office"
https://www.naukri.com/jobs-in-maharashtra-4339,Nexus manpower solution pvt. Ltd,Manager Sales-west,9-14 Yrs,Mumbai,"Job Responsibility Responsible for Hiring, Developing Sales Team & Sales Support Staff ...",business,"Direct,salesProduct,managementTeam,managementManager,Quality,AssuranceBrand,managementFormulationCost,reductionStrategic,business,planning"
https://www.naukri.com/jobs-in-maharashtra-4237,T & A Solutions, Marketing     Executive,4-7 Yrs,Mumbai, Marketing     Executive,"Marketing,Marketing","Senior,Marketing,ExecutiveparkingPRMRMediaAdvertising,Marketing"
https://www.naukri.com/jobs-in-maharashtra-5053,iQuest Management Consultants Pvt. Ltd,Job opening For Autosar - Pune (sr. engineer/lead),5-10 Yrs,Pune,Understanding and good experience in Diagnostic stacks DCM and DTC handling DEM modules...,C,"AUTOSAREmbedded,C,Software,DevelopmentOSNetworkingNetwork,ManagementDavinciVector"
https://www.naukri.com/jobs-in-maharashtra-3037,Vatika Hotels Pvt. Limited,Front Office Executive,1-5 Yrs,Mumbai,Attend to guests courteously and deal promptly with their requests and queries. Have de...,Office,"HospitalityFront,Office,ExecutiveEmailPoliciesInchargeComputer,literateMessagingCustomer,service"
https://www.naukri.com/jobs-in-maharashtra-2831,Reformist Solutions, PHP   Developer,3-6 Yrs,Pune, PHP   Developer [ Apply ],Technical,"IT,Skills,PHP,Technical,product,configurationc++Cdesign,MySQL,JavaScript"
https://www.naukri.com/jobs-in-maharashtra-4289,Daulat Agro India Pvt Ltd, Marketing     Manager,3-5 Yrs,Ahmednagar,"3-5 yrs Exp in Development and operation of distribution network, should be good in inv...",Marketing,"Marketing,executivedistributorscustomer,profilingmarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-1723,BookMyShow,Senior Executive - SEO,4-5 Yrs,Mumbai,"Should know relevant tools (e.gShould have keen interest in Movies, TV Shows, Events an...","-,Marketing,Marketing,Marketing","Seo,ReportingOff,-,Page,OptimizationGoogle,AnalyticsIntegrated,Marketing,Marketing,CampaignsDi,GIT,al,Marketing,Web,AnalyticsRoi"
https://www.naukri.com/jobs-in-maharashtra-2293,Radix Health,Accounts Executive,2-4 Yrs,Pune,"Working at radix health Are you looking for a place where growth opportunities abound, ...",Office,"AdministrationBudget,preparationFinancial,reportingClinical,operationsAccountingBillingHealthcareMS,Office"
https://www.naukri.com/jobs-in-maharashtra-5427,HY FLY CONSULTANCY,Investor Education Initiative -No 1 broking co payroll - Turbhe,2-7 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Content management for investor education Website N App Timely updation of content Desi...,of,"Research,AnalysisInvestment,ResearchInvestment,AnalysisFinancial,StatementsPromotion,of,AppReutersCapitalineMba"
https://www.naukri.com/jobs-in-maharashtra-405,Mobisoft Technology India Pvt Ltd,Telecaller,0-1 Yrs,Navi Mumbai,#NAME?,Lead,"Lead,GenerationTelecallingCallingDemonstrationSales,Executive,Activities"
https://www.naukri.com/jobs-in-maharashtra-2947,Baiza Automation,Business Development Engineer.,1-4 Yrs,Pune,"Job Location: Pune Requirement: Responsible for developing, implementing and executing ...",Marketing,"Computer,skillsEducationIndustrial,automationElectroni,CSS,trategic,Marketing,PresentationImageBusiness,Executive"
https://www.naukri.com/jobs-in-maharashtra-3067,UPLERS SOLUTIONS PRIVATE LIMITED, PHP   Wordpress Developer,5-10 Yrs,"Hyderabad/Secunderabad, Pune, Mumbai (All Areas)","5+ Years of Experience in front-end technologies, including  HTML 5,  CSS 3,    JavaScript , jQ...",-,"CSS,3WordPressfront,-,end,technologies,HTML,5,JavaScript,jQuery,PHP,IT,Skills"
https://www.naukri.com/jobs-in-maharashtra-2671,HighCater,Executive Head Chef,3-7 Yrs,Pune,Candidate should have a relevant training like diploma/ degree with min 3yrs Strong lea...,In,"TrainingChainMINStaff,developmentChef,In,InchargeBusiness,ExecutiveExecutive,HeadHotel"
https://www.naukri.com/jobs-in-maharashtra-672,Accenture,SAP Project System Application Lead,6-8 Yrs,Pune,Must Have Skills : SAP Project System Work Experience : 6-8 years Good To Have Skills :...,Lead,"IT,SkillsSAPNetworkingCodingConsultingBillingWBSApplication,Lead"
https://www.naukri.com/jobs-in-maharashtra-3229,Accenture,Reporting and Analytics Application Lead,4-6 Yrs,Mumbai,"Project Role : Application Lead Project Role Description : Lead the effort to design, b...",Lead,"communicationExcelAnalyticsMS,projectMS,AccessConsultingpower,biApplication,Lead"
https://www.naukri.com/jobs-in-maharashtra-4021,Travel Food Services Private Limited,AM Business Communication & Development,5-10 Yrs,Mumbai(Worli Naka),Processing the required legal documents for projects and ensuring timely closures of ag...,"Marketing,Marketing","Business,CommunicationSocial,Media,Marketing,Content,WritingCommunication,DevelopmentWebsite,ManagementDi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-4037,Grow-Trees.com,Asst . Manager - Online Business,3-7 Yrs,Mumbai,Manage di GIT  al campaigns and must be hands-on across the entire gamut of di GIT  al market...,"Marketing,Marketing,Marketing","Social,media,Marketing,PPCAtlInternet,Marketing,Google,AdWords,SEMSEODi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3409,AEON Credit Service India Private Limited,Internal Auditor,1-4 Yrs,"Mumbai(LBS Marg), Navi Mumbai, Mumbai (All Areas)",Objectively assess a companys IT and/or business processesAssess the company’s risks an...,it,"it,auditInternal,AuditInternal,ControlInternal,Process,AuditRisk,ManagementAuditing"
https://www.naukri.com/jobs-in-maharashtra-3293,Accenture,Associate Manager-Insights & Intelligence,10-14 Yrs,Mumbai,"You will be required to utilize the existing frameworks, standards, patterns to create ...","Marketing,Marketing","IT,SkillsTestingArtificial,IntelligenceDi,GIT,al,Marketing,Solution,architecturecustomer,analyticsDirect,Marketing,Publishing"
https://www.naukri.com/jobs-in-maharashtra-3181,Kreative Professional,Client Service Executive,2-3 Yrs,Kalyan/Dombivli,Roles and Responsibilities Maintaining fruitful relationships with Existing / New custo...,Marketing,"Client,CommunicationClient,Servicing,Marketing,CommunicationCommunication"
https://www.naukri.com/jobs-in-maharashtra-1639,TalentStack,Director of  Marketing    ,8-12 Yrs,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",Hands on experience with running targeted  Marketing     campaigns and strong knowledge of d...,"Marketing,Marketing,Marketing,Marketing,Marketing","PPCSalesIntegrated,Marketing,Online,Marketing,Marketing,CampaignsEmail,Marketing,Social,Media,Marketing,SEO"
https://www.naukri.com/jobs-in-maharashtra-2967,Squircle IT Consulting Services Pvt Ltd,Language translator of Portuguese,1-6 Yrs,Pune,The candidate should have a certification from a recognized schoolorganizationMinimum S...,Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-4757,HOSMAC INDIA PVT LTD,Sr. Design Assistant- Electrical,7-12 Yrs,Mumbai Suburban,"1. To prepare SLD, Cable tray, Power, Lighting, Earthing & Lightning Protection Layout....",of,"Preparation,of,Co-ordination,Drawings,for,all,MEPF,Services"
https://www.naukri.com/jobs-in-maharashtra-3875,MHKS Mohamed Ali Tyre Division, Marketing     Executive,3-8 Yrs,Nagpur,Roles and ResponsibilitiesTo understand the need of the customer and demonstrate the co...,Marketing,"Customer,ServiceCustomer,Handling,Marketing"
